<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,,,,,,,,,,,,
10-Dec-18,114940,115040,114930,115010,,,,,,,,,,,,
10-Dec-18,115020,115030,114970,115000,,,,,,,,,,,,
10-Dec-18,115010,115040,114990,115040,,,,,,,,,,,,
10-Dec-18,115040,115050,114950,114980,,,,,,,,,,,,
10-Dec-18,114970,115130,114970,115120,,,,,,,,,,,,
10-Dec-18,115120,115210,115100,115140,,,,,,,,,,,,
10-Dec-18,115140,115160,115060,115080,,,,,,,,,,,,
10-Dec-18,115070,115120,115050,115120,,,,,,,,,,,,
10-Dec-18,115120,115130,115040,115060,,,,,,,,,,,,
10-Dec-18,115060,115070,115020,115040,,,,,,,,,,,,
10-Dec-18,115040,115090,114910,115040,,,,,,,,,,,,
10-Dec-18,115040,115060,114920,114960,,,,,,,,,,,,
10-Dec-18,114970,114970,114920,114950,,,,,,,,,,,,
10-Dec-18,114950,115090,114950,115090,,,,,,,,,,,,
10-Dec-18,115080,115110,114990,115000,,,,,,,,,,,,
10-Dec-18,115000,115010,114940,114990,,,,,,,,,,,,
10-Dec-18,114980,115080,114930,114980,,,,,,,,,,,,
10-Dec-18,114980,115000,114870,114950,,,,,,,,,,,,
10-Dec-18,114950,115280,114910,115200,,,,,,,,,,,,
10-Dec-18,115180,115210,115140,115210,,,,,,,,,,,,
10-Dec-18,115220,115320,115220,115300,,,,,,,,,,,,
10-Dec-18,115310,115380,115240,115320,,,,,,,,,,,,
10-Dec-18,115330,115350,115270,115310,,,,,,,,,,,,
10-Dec-18,115320,115360,115280,115340,,,,,,,,,,,,
10-Dec-18,115340,115400,115290,115350,,,,,,,,,,,,
10-Dec-18,115340,115370,115280,115290,,,,,,,,,,,,
10-Dec-18,115290,115320,115270,115280,,,,,,,,,,,,
10-Dec-18,115280,115290,115260,115270,,,,,,,,,,,,
10-Dec-18,115270,115330,115250,115310,,,,,,,,,,,,
10-Dec-18,115310,115340,115160,115180,,,,,,,,,,,,
10-Dec-18,115160,115240,115160,115240,,,,,,,,,,,,
10-Dec-18,115230,115230,115180,115220,,,,,,,,,,,,
10-Dec-18,115220,115230,115100,115170,,,,,,,,,,,,
10-Dec-18,115160,115160,115070,115080,,,,,,,,,,,,
10-Dec-18,115090,115110,115010,115010,,,,,,,,,,,,
10-Dec-18,115010,115010,114670,114830,,,,,,,,,,,,
10-Dec-18,114820,114840,114710,114750,,,,,,,,,,,,
10-Dec-18,114750,114760,114600,114600,,,,,,,,,,,,
10-Dec-18,114590,114620,114410,114500,,,,,,,,,,,,
10-Dec-18,114480,114650,114480,114570,,,,,,,,,,,,
10-Dec-18,114560,114710,114550,114700,,,,,,,,,,,,
10-Dec-18,114690,114690,114570,114610,,,,,,,,,,,,
10-Dec-18,114620,114700,114620,114660,,,,,,,,,,,,
10-Dec-18,114670,114730,114660,114730,,,,,,,,,,,,
10-Dec-18,114730,114730,114550,114570,,,,,,,,,,,,
10-Dec-18,114590,114610,114500,114520,,,,,,,,,,,,
10-Dec-18,114510,114660,114480,114640,,,,,,,,,,,,
10-Dec-18,114640,114700,114620,114660,,,,,,,,,,,,
10-Dec-18,114670,114720,114650,114680,,,,,,,,,,,,
10-Dec-18,114670,114730,114670,114720,,,,,,,,,,,,
10-Dec-18,114730,114790,114710,114770,,,,,,,,,,,,
10-Dec-18,114780,114880,114760,114790,,,,,,,,,,,,
10-Dec-18,114790,114840,114770,114810,,,,,,,,,,,,
10-Dec-18,114810,114840,114770,114820,,,,,,,,,,,,
10-Dec-18,114840,114860,114780,114850,,,,,,,,,,,,
10-Dec-18,114850,114850,114710,114730,,,,,,,,,,,,
10-Dec-18,114720,114740,114680,114700,,,,,,,,,,,,
10-Dec-18,114710,114710,114550,114650,,,,,,,,,,,,
10-Dec-18,114650,114690,114590,114600,,,,,,,,,,,,
10-Dec-18,114590,114590,114460,114470,,,,,,,,,,,,
10-Dec-18,114480,114660,114440,114550,,,,,,,,,,,,
10-Dec-18,114550,114730,114520,114730,,,,,,,,,,,,
10-Dec-18,114710,114730,114630,114660,,,,,,,,,,,,
10-Dec-18,114670,114700,114610,114650,,,,,,,,,,,,
10-Dec-18,114640,114650,114600,114610,,,,,,,,,,,,
10-Dec-18,114620,114620,114550,114610,,,,,,,,,,,,
10-Dec-18,114600,114690,114550,114680,,,,,,,,,,,,
10-Dec-18,114680,114690,114630,114660,,,,,,,,,,,,
10-Dec-18,114660,114690,114600,114640,,,,,,,,,,,,
10-Dec-18,114630,114690,114630,114660,,,,,,,,,,,,
10-Dec-18,114670,114670,114600,114610,,,,,,,,,,,,
10-Dec-18,114600,114600,114520,114540,,,,,,,,,,,,
10-Dec-18,114540,114580,114410,114440,,,,,,,,,,,,
10-Dec-18,114440,114600,114400,114540,,,,,,,,,,,,
10-Dec-18,114540,114550,114320,114350,,,,,,,,,,,,
10-Dec-18,114360,114380,114280,114300,,,,,,,,,,,,
10-Dec-18,114310,114450,114220,114440,,,,,,,,,,,,
10-Dec-18,114440,114480,114330,114330,,,,,,,,,,,,
10-Dec-18,114330,114390,114320,114320,,,,,,,,,,,,
10-Dec-18,114320,114390,114320,114370,,,,,,,,,,,,
10-Dec-18,114360,114380,114260,114360,,,,,,,,,,,,
10-Dec-18,114350,114350,114270,114280,,,,,,,,,,,,
10-Dec-18,114290,114370,114270,114370,,,,,,,,,,,,
10-Dec-18,114370,114380,114330,114350,,,,,,,,,,,,
10-Dec-18,114340,114380,114320,114380,,,,,,,,,,,,
10-Dec-18,114380,114410,114360,114370,,,,,,,,,,,,
10-Dec-18,114370,114410,114290,114410,,,,,,,,,,,,
10-Dec-18,114410,114480,114410,114470,,,,,,,,,,,,
10-Dec-18,114470,114470,114420,114420,,,,,,,,,,,,
10-Dec-18,114420,114430,114400,114420,,,,,,,,,,,,
10-Dec-18,114430,114520,114430,114450,,,,,,,,,,,,
10-Dec-18,114450,114490,114440,114450,,,,,,,,,,,,
10-Dec-18,114460,114470,114430,114440,,,,,,,,,,,,
10-Dec-18,114430,114510,114420,114510,,,,,,,,,,,,
10-Dec-18,114510,114540,114480,114540,,,,,,,,,,,,
10-Dec-18,114540,114560,114480,114550,,,,,,,,,,,,
10-Dec-18,114550,114590,114540,114570,,,,,,,,,,,,
10-Dec-18,114570,114580,114520,114520,,,,,,,,,,,,
10-Dec-18,114520,114540,114500,114510,,,,,,,,,,,,
10-Dec-18,114510,114530,114500,114510,,,,,,,,,,,,
10-Dec-18,114520,114530,114500,114500,,,,,,,,,,,,
10-Dec-18,114500,114510,114430,114440,,,,,,,,,,,,
10-Dec-18,114430,114460,114380,114390,,,,,,,,,,,,
10-Dec-18,114380,114420,114290,114350,,,,,,,,,,,,
10-Dec-18,114330,114400,114310,114360,,,,,,,,,,,,
10-Dec-18,114380,114390,114310,114340,,,,,,,,,,,,
10-Dec-18,114350,114350,114220,114230,,,,,,,,,,,,
10-Dec-18,114230,114240,114170,114180,,,,,,,,,,,,
10-Dec-18,114180,114200,114090,114100,,,,,,,,,,,,
10-Dec-18,114110,114160,114100,114120,,,,,,,,,,,,
10-Dec-18,114100,114130,114090,114120,,,,,,,,,,,,
10-Dec-18,114110,114150,114100,114130,,,,,,,,,,,,
10-Dec-18,114140,114150,114110,114130,,,,,,,,,,,,
10-Dec-18,114130,114170,114130,114140,,,,,,,,,,,,
10-Dec-18,114140,114190,114130,114180,,,,,,,,,,,,
10-Dec-18,114180,114190,114150,114170,,,,,,,,,,,,
10-Dec-18,114170,114190,114150,114190,,,,,,,,,,,,
10-Dec-18,114180,114210,114150,114200,,,,,,,,,,,,
10-Dec-18,114190,114240,114170,114220,,,,,,,,,,,,
10-Dec-18,114220,114240,114190,114230,,,,,,,,,,,,
10-Dec-18,114240,114320,114240,114310,,,,,,,,,,,,
10-Dec-18,114300,114330,114260,114270,,,,,,,,,,,,
10-Dec-18,114280,114310,114260,114290,,,,,,,,,,,,
10-Dec-18,114280,114330,114270,114310,,,,,,,,,,,,
10-Dec-18,114310,114340,114270,114280,,,,,,,,,,,,
10-Dec-18,114280,114290,114230,114270,,,,,,,,,,,,
10-Dec-18,114260,114260,114230,114250,,,,,,,,,,,,
10-Dec-18,114260,114270,114180,114190,,,,,,,,,,,,
10-Dec-18,114190,114200,114140,114140,,,,,,,,,,,,
10-Dec-18,114140,114140,114030,114050,,,,,,,,,,,,
10-Dec-18,114040,114060,113880,113910,,,,,,,,,,,,
10-Dec-18,113910,114000,113890,113950,,,,,,,,,,,,
10-Dec-18,113940,114000,113940,113980,,,,,,,,,,,,
10-Dec-18,113980,114000,113960,113970,,,,,,,,,,,,
10-Dec-18,113970,113990,113930,113950,,,,,,,,,,,,
10-Dec-18,113950,114000,113920,113930,,,,,,,,,,,,
10-Dec-18,113940,113980,113870,113950,,,,,,,,,,,,
10-Dec-18,113950,113950,113910,113940,,,,,,,,,,,,
10-Dec-18,113940,113950,113880,113920,,,,,,,,,,,,
10-Dec-18,113920,113950,113910,113950,,,,,,,,,,,,
10-Dec-18,113930,114000,113930,113990,,,,,,,,,,,,
10-Dec-18,113980,114000,113910,113930,,,,,,,,,,,,
10-Dec-18,113920,113930,113770,113910,,,,,,,,,,,,
10-Dec-18,113930,113950,113850,113880,,,,,,,,,,,,
10-Dec-18,113880,113880,113800,113830,,,,,,,,,,,,
10-Dec-18,113830,113840,113720,113800,,,,,,,,,,,,
10-Dec-18,113800,113820,113730,113810,,,,,,,,,,,,
10-Dec-18,113810,113810,113740,113790,,,,,,,,,,,,
10-Dec-18,113780,113890,113760,113840,,,,,,,,,,,,
10-Dec-18,113850,113850,113760,113770,,,,,,,,,,,,
10-Dec-18,113760,113810,113760,113790,,,,,,,,,,,,
10-Dec-18,113790,113800,113750,113760,,,,,,,,,,,,
10-Dec-18,113770,113770,113700,113700,,,,,,,,,,,,
10-Dec-18,113700,113730,113650,113660,,,,,,,,,,,,
10-Dec-18,113670,113680,113620,113640,,,,,,,,,,,,
10-Dec-18,113630,113670,113590,113670,,,,,,,,,,,,
10-Dec-18,113660,113670,113640,113660,,,,,,,,,,,,
10-Dec-18,113650,113670,113570,113610,,,,,,,,,,,,
10-Dec-18,113610,113620,113540,113550,,,,,,,,,,,,
10-Dec-18,113560,113590,113520,113520,,,,,,,,,,,,
10-Dec-18,113520,113580,113500,113580,,,,,,,,,,,,
10-Dec-18,113580,113640,113560,113570,,,,,,,,,,,,
10-Dec-18,113570,113590,113520,113520,,,,,,,,,,,,
10-Dec-18,113520,113550,113480,113490,,,,,,,,,,,,
10-Dec-18,113490,113570,113480,113530,,,,,,,,,,,,
10-Dec-18,113540,113550,113430,113450,,,,,,,,,,,,
10-Dec-18,113450,113520,113400,113480,,,,,,,,,,,,
10-Dec-18,113490,113520,113460,113470,,,,,,,,,,,,
10-Dec-18,113460,113520,113440,113520,,,,,,,,,,,,
10-Dec-18,113520,113590,113500,113570,,,,,,,,,,,,
10-Dec-18,113570,113580,113510,113530,,,,,,,,,,,,
10-Dec-18,113520,113530,113410,113430,,,,,,,,,,,,
10-Dec-18,113420,113450,113350,113360,,,,,,,,,,,,
10-Dec-18,113360,113450,113330,113430,,,,,,,,,,,,
10-Dec-18,113440,113550,113430,113540,,,,,,,,,,,,
10-Dec-18,113540,113550,113490,113530,,,,,,,,,,,,
10-Dec-18,113530,113540,113500,113510,,,,,,,,,,,,
10-Dec-18,113510,113550,113510,113550,,,,,,,,,,,,
10-Dec-18,113540,113540,113450,113460,,,,,,,,,,,,
10-Dec-18,113480,113480,113390,113430,,,,,,,,,,,,
10-Dec-18,113430,113440,113380,113420,,,,,,,,,,,,
10-Dec-18,113420,113500,113370,113490,,,,,,,,,,,,
10-Dec-18,113490,113580,113480,113540,,,,,,,,,,,,
10-Dec-18,113530,113570,113510,113550,,,,,,,,,,,,
10-Dec-18,113530,113580,113510,113570,,,,,,,,,,,,
10-Dec-18,113560,113600,113550,113580,,,,,,,,,,,,
10-Dec-18,113570,113600,113570,113570,,,,,,,,,,,,
10-Dec-18,113580,113610,113560,113560,,,,,,,,,,,,
10-Dec-18,113560,113560,113480,113510,,,,,,,,,,,,
10-Dec-18,113520,113570,113480,113560,,,,,,,,,,,,
10-Dec-18,113550,113550,113450,113500,,,,,,,,,,,,
10-Dec-18,113500,113550,113480,113540,,,,,,,,,,,,
10-Dec-18,113530,113560,113500,113560,,,,,,,,,,,,
10-Dec-18,113560,113620,113540,113620,,,,,,,,,,,,
10-Dec-18,113620,113700,113610,113680,,,,,,,,,,,,
10-Dec-18,113670,113700,113660,113690,,,,,,,,,,,,
10-Dec-18,113680,113690,113570,113620,,,,,,,,,,,,
10-Dec-18,113630,113680,113570,113680,,,,,,,,,,,,
10-Dec-18,113660,113700,113640,113680,,,,,,,,,,,,
10-Dec-18,113670,113690,113660,113680,,,,,,,,,,,,
10-Dec-18,113670,113770,113670,113750,,,,,,,,,,,,
10-Dec-18,113760,113850,113730,113850,,,,,,,,,,,,
10-Dec-18,113840,113840,113790,113790,,,,,,,,,,,,
10-Dec-18,113810,113820,113790,113820,,,,,,,,,,,,
10-Dec-18,113810,113860,113800,113830,,,,,,,,,,,,
10-Dec-18,113830,113850,113810,113830,,,,,,,,,,,,
10-Dec-18,113840,113840,113810,113820,,,,,,,,,,,,
10-Dec-18,113820,113860,113740,113760,,,,,,,,,,,,
10-Dec-18,113770,113790,113730,113760,,,,,,,,,,,,
10-Dec-18,113760,113770,113690,113720,,,,,,,,,,,,
10-Dec-18,113730,113790,113720,113770,,,,,,,,,,,,
10-Dec-18,113760,113790,113710,113790,,,,,,,,,,,,
10-Dec-18,113780,113800,113740,113740,,,,,,,,,,,,
10-Dec-18,113730,113760,113710,113710,,,,,,,,,,,,
10-Dec-18,113710,113740,113700,113730,,,,,,,,,,,,
10-Dec-18,113720,113740,113710,113740,,,,,,,,,,,,
10-Dec-18,113730,113740,113700,113710,,,,,,,,,,,,
10-Dec-18,113710,113750,113700,113730,,,,,,,,,,,,
10-Dec-18,113720,113740,113700,113740,,,,,,,,,,,,
10-Dec-18,113750,113760,113710,113720,,,,,,,,,,,,
10-Dec-18,113710,113710,113660,113670,,,,,,,,,,,,
10-Dec-18,113670,113710,113640,113700,,,,,,,,,,,,
10-Dec-18,113700,113720,113690,113710,,,,,,,,,,,,
10-Dec-18,113710,113770,113690,113760,,,,,,,,,,,,
10-Dec-18,113760,113780,113750,113770,,,,,,,,,,,,
10-Dec-18,113760,113800,113750,113800,,,,,,,,,,,,
10-Dec-18,113800,113820,113770,113790,,,,,,,,,,,,
10-Dec-18,113800,113820,113770,113770,,,,,,,,,,,,
10-Dec-18,113760,113770,113720,113750,,,,,,,,,,,,
10-Dec-18,113760,113770,113700,113720,,,,,,,,,,,,
10-Dec-18,113720,113720,113680,113710,,,,,,,,,,,,
10-Dec-18,113690,113720,113650,113650,,,,,,,,,,,,
10-Dec-18,113640,113670,113510,113550,,,,,,,,,,,,
10-Dec-18,113550,113560,113520,113540,,,,,,,,,,,,
10-Dec-18,113530,113590,113520,113590,,,,,,,,,,,,
10-Dec-18,113580,113590,113550,113550,,,,,,,,,,,,
10-Dec-18,113550,113570,113510,113510,,,,,,,,,,,,
10-Dec-18,113520,113540,113490,113490,,,,,,,,,,,,
10-Dec-18,113490,113550,113470,113540,,,,,,,,,,,,
10-Dec-18,113530,113550,113430,113460,,,,,,,,,,,,
10-Dec-18,113460,113500,113440,113480,,,,,,,,,,,,
10-Dec-18,113480,113530,113450,113490,,,,,,,,,,,,
10-Dec-18,113480,113500,113460,113500,,,,,,,,,,,,
10-Dec-18,113500,113510,113440,113480,,,,,,,,,,,,
10-Dec-18,113490,113510,113460,113500,,,,,,,,,,,,
10-Dec-18,113500,113530,113480,113480,,,,,,,,,,,,
10-Dec-18,113470,113530,113470,113500,,,,,,,,,,,,
10-Dec-18,113510,113540,113480,113500,,,,,,,,,,,,
10-Dec-18,113500,113540,113500,113500,,,,,,,,,,,,
10-Dec-18,113510,113530,113460,113500,,,,,,,,,,,,
10-Dec-18,113490,113530,113490,113510,,,,,,,,,,,,
10-Dec-18,113500,113600,113490,113600,,,,,,,,,,,,
10-Dec-18,113600,113630,113550,113550,,,,,,,,,,,,
10-Dec-18,113580,113580,113540,113570,,,,,,,,,,,,
10-Dec-18,113560,113660,113560,113590,,,,,,,,,,,,
10-Dec-18,113620,113630,113580,113580,,,,,,,,,,,,
10-Dec-18,113590,113600,113520,113530,,,,,,,,,,,,
10-Dec-18,113520,113590,113520,113560,,,,,,,,,,,,
10-Dec-18,113560,113590,113520,113580,,,,,,,,,,,,
10-Dec-18,113580,113590,113550,113560,,,,,,,,,,,,
10-Dec-18,113560,113580,113530,113570,,,,,,,,,,,,
10-Dec-18,113580,113590,113520,113560,,,,,,,,,,,,
10-Dec-18,113570,113580,113560,113560,,,,,,,,,,,,
10-Dec-18,113570,113580,113550,113580,,,,,,,,,,,,
10-Dec-18,113580,113650,113580,113620,,,,,,,,,,,,
10-Dec-18,113620,113640,113590,113640,,,,,,,,,,,,
10-Dec-18,113630,113630,113580,113610,,,,,,,,,,,,
10-Dec-18,113620,113620,113560,113560,,,,,,,,,,,,
10-Dec-18,113570,113570,113510,113540,,,,,,,,,,,,
10-Dec-18,113540,113610,113540,113610,,,,,,,,,,,,
10-Dec-18,113620,113630,113590,113630,,,,,,,,,,,,
10-Dec-18,113620,113630,113560,113560,,,,,,,,,,,,
10-Dec-18,113560,113610,113560,113610,,,,,,,,,,,,
10-Dec-18,113610,113610,113570,113600,,,,,,,,,,,,
10-Dec-18,113600,113610,113580,113600,,,,,,,,,,,,
10-Dec-18,113580,113600,113550,113580,,,,,,,,,,,,
10-Dec-18,113580,113580,113540,113580,,,,,,,,,,,,
10-Dec-18,113560,113560,113460,113480,,,,,,,,,,,,
10-Dec-18,113480,113520,113470,113500,,,,,,,,,,,,
10-Dec-18,113500,113530,113480,113510,,,,,,,,,,,,
10-Dec-18,113510,113510,113400,113430,,,,,,,,,,,,
10-Dec-18,113430,113460,113380,113460,,,,,,,,,,,,
10-Dec-18,113450,113470,113410,113450,,,,,,,,,,,,
10-Dec-18,113450,113500,113410,113480,,,,,,,,,,,,
10-Dec-18,113480,113560,113470,113530,,,,,,,,,,,,
10-Dec-18,113530,113570,113520,113560,,,,,,,,,,,,
10-Dec-18,113540,113580,113510,113540,,,,,,,,,,,,
10-Dec-18,113550,113590,113540,113580,,,,,,,,,,,,
10-Dec-18,113570,113600,113560,113600,,,,,,,,,,,,
10-Dec-18,113600,113610,113550,113580,,,,,,,,,,,,
10-Dec-18,113590,113590,113530,113530,,,,,,,,,,,,
10-Dec-18,113530,113580,113530,113530,,,,,,,,,,,,
10-Dec-18,113540,113600,113540,113580,,,,,,,,,,,,
10-Dec-18,113590,113710,113590,113680,,,,,,,,,,,,
10-Dec-18,113690,113800,113680,113770,,,,,,,,,,,,
10-Dec-18,113770,113810,113710,113800,,,,,,,,,,,,
10-Dec-18,113810,113810,113750,113760,,,,,,,,,,,,
10-Dec-18,113770,113790,113730,113780,,,,,,,,,,,,
10-Dec-18,113780,113890,113780,113840,,,,,,,,,,,,
10-Dec-18,113840,113860,113750,113780,,,,,,,,,,,,
10-Dec-18,113790,113810,113770,113790,,,,,,,,,,,,
10-Dec-18,113800,113820,113770,113780,,,,,,,,,,,,
10-Dec-18,113780,113810,113740,113740,,,,,,,,,,,,
10-Dec-18,113740,113860,113740,113840,,,,,,,,,,,,
10-Dec-18,113840,113850,113800,113830,,,,,,,,,,,,
10-Dec-18,113820,113890,113810,113880,,,,,,,,,,,,
10-Dec-18,113880,113920,113850,113880,,,,,,,,,,,,
10-Dec-18,113870,113890,113840,113870,,,,,,,,,,,,
10-Dec-18,113860,113890,113850,113890,,,,,,,,,,,,
10-Dec-18,113870,113880,113810,113810,,,,,,,,,,,,
10-Dec-18,113830,113880,113820,113870,,,,,,,,,,,,
10-Dec-18,113870,113900,113840,113900,,,,,,,,,,,,
10-Dec-18,113900,113930,113870,113920,,,,,,,,,,,,
10-Dec-18,113910,113920,113870,113880,,,,,,,,,,,,
10-Dec-18,113890,113890,113790,113800,,,,,,,,,,,,
10-Dec-18,113810,113810,113730,113750,,,,,,,,,,,,
10-Dec-18,113750,113850,113740,113840,,,,,,,,,,,,
10-Dec-18,113830,113840,113800,113810,,,,,,,,,,,,
10-Dec-18,113820,113820,113780,113810,,,,,,,,,,,,
10-Dec-18,113810,113830,113770,113820,,,,,,,,,,,,
10-Dec-18,113820,113910,113800,113860,,,,,,,,,,,,
10-Dec-18,113850,113850,113750,113790,,,,,,,,,,,,
10-Dec-18,113790,113880,113740,113870,,,,,,,,,,,,
10-Dec-18,113860,113870,113780,113800,,,,,,,,,,,,
10-Dec-18,113790,113820,113780,113800,,,,,,,,,,,,
10-Dec-18,113790,113810,113780,113780,,,,,,,,,,,,
10-Dec-18,113780,113790,113740,113770,,,,,,,,,,,,
10-Dec-18,113780,113800,113670,113720,,,,,,,,,,,,
10-Dec-18,113710,113730,113670,113730,,,,,,,,,,,,
10-Dec-18,113720,113720,113680,113710,,,,,,,,,,,,
10-Dec-18,113730,113890,113710,113890,,,,,,,,,,,,
10-Dec-18,113880,113990,113840,113970,,,,,,,,,,,,
10-Dec-18,113960,113970,113870,113900,,,,,,,,,,,,
10-Dec-18,113890,113920,113860,113920,,,,,,,,,,,,
10-Dec-18,113900,113930,113890,113900,,,,,,,,,,,,
10-Dec-18,113900,113910,113850,113880,,,,,,,,,,,,
10-Dec-18,113880,113890,113830,113840,,,,,,,,,,,,
10-Dec-18,113850,113900,113820,113840,,,,,,,,,,,,
10-Dec-18,113830,113860,113820,113830,,,,,,,,,,,,
10-Dec-18,113820,113870,113790,113850,,,,,,,,,,,,
10-Dec-18,113840,113930,113840,113890,,,,,,,,,,,,
10-Dec-18,113890,113890,113810,113810,,,,,,,,,,,,
10-Dec-18,113810,113840,113780,113790,,,,,,,,,,,,
10-Dec-18,113790,113820,113780,113800,,,,,,,,,,,,
10-Dec-18,113810,113830,113790,113810,,,,,,,,,,,,
10-Dec-18,113810,113840,113760,113780,,,,,,,,,,,,
10-Dec-18,113790,113820,113780,113810,,,,,,,,,,,,
10-Dec-18,113780,113890,113770,113880,,,,,,,,,,,,
10-Dec-18,113890,113910,113810,113860,,,,,,,,,,,,
10-Dec-18,113850,113870,113840,113870,,,,,,,,,,,,
10-Dec-18,113860,113940,113860,113930,,,,,,,,,,,,
10-Dec-18,113920,113960,113920,113940,,,,,,,,,,,,
10-Dec-18,113940,113950,113860,113880,,,,,,,,,,,,
10-Dec-18,113900,113900,113750,113760,,,,,,,,,,,,
10-Dec-18,113760,113810,113760,113810,,,,,,,,,,,,
10-Dec-18,113800,113850,113790,113800,,,,,,,,,,,,
10-Dec-18,113800,113860,113790,113860,,,,,,,,,,,,
10-Dec-18,113840,113870,113790,113840,,,,,,,,,,,,
10-Dec-18,113850,113850,113740,113760,,,,,,,,,,,,
10-Dec-18,113760,113800,113730,113770,,,,,,,,,,,,
10-Dec-18,113760,113840,113760,113820,,,,,,,,,,,,
10-Dec-18,113830,113880,113800,113800,,,,,,,,,,,,
10-Dec-18,113800,113810,113730,113750,,,,,,,,,,,,
10-Dec-18,113750,113760,113730,113750,,,,,,,,,,,,
10-Dec-18,113750,113780,113730,113780,,,,,,,,,,,,
10-Dec-18,113780,113880,113780,113860,,,,,,,,,,,,
10-Dec-18,113860,113870,113840,113850,,,,,,,,,,,,
10-Dec-18,113840,113850,113810,113820,,,,,,,,,,,,
10-Dec-18,113810,113830,113800,113810,,,,,,,,,,,,
10-Dec-18,113820,113880,113820,113860,,,,,,,,,,,,
10-Dec-18,113850,113850,113790,113810,,,,,,,,,,,,
10-Dec-18,113790,113860,113780,113800,,,,,,,,,,,,
10-Dec-18,113810,113900,113790,113870,,,,,,,,,,,,
10-Dec-18,113860,113860,113810,113840,,,,,,,,,,,,
10-Dec-18,113830,113860,113800,113840,,,,,,,,,,,,
10-Dec-18,113840,113850,113730,113730,,,,,,,,,,,,
10-Dec-18,113740,113750,113610,113660,,,,,,,,,,,,
10-Dec-18,113660,113700,113600,113700,,,,,,,,,,,,
10-Dec-18,113700,113710,113680,113690,,,,,,,,,,,,
10-Dec-18,113700,113710,113660,113690,,,,,,,,,,,,
10-Dec-18,113680,113680,113640,113670,,,,,,,,,,,,
10-Dec-18,113670,113680,113510,113520,,,,,,,,,,,,
10-Dec-18,113520,113600,113520,113560,,,,,,,,,,,,
10-Dec-18,113550,113580,113530,113560,,,,,,,,,,,,
10-Dec-18,113560,113580,113550,113570,,,,,,,,,,,,
10-Dec-18,113570,113570,113490,113510,,,,,,,,,,,,
10-Dec-18,113510,113520,113450,113470,,,,,,,,,,,,
10-Dec-18,113470,113480,113430,113460,,,,,,,,,,,,
10-Dec-18,113460,113470,113310,113360,,,,,,,,,,,,
10-Dec-18,113350,113360,113260,113300,,,,,,,,,,,,
10-Dec-18,113300,113310,113200,113230,,,,,,,,,,,,
10-Dec-18,113230,113340,113220,113340,,,,,,,,,,,,
10-Dec-18,113330,113370,113320,113350,,,,,,,,,,,,
10-Dec-18,113350,113360,113290,113300,,,,,,,,,,,,
10-Dec-18,113300,113320,113270,113290,,,,,,,,,,,,
10-Dec-18,113290,113330,113280,113280,,,,,,,,,,,,
10-Dec-18,113290,113400,113280,113380,,,,,,,,,,,,
10-Dec-18,113370,113400,113350,113380,,,,,,,,,,,,
10-Dec-18,113380,113420,113380,113380,,,,,,,,,,,,
10-Dec-18,113380,113390,113340,113380,,,,,,,,,,,,
10-Dec-18,113380,113380,113310,113310,,,,,,,,,,,,
10-Dec-18,113310,113400,113310,113360,,,,,,,,,,,,
10-Dec-18,113350,113500,113350,113490,,,,,,,,,,,,
10-Dec-18,113480,113570,113440,113460,,,,,,,,,,,,
10-Dec-18,113470,113520,113470,113520,,,,,,,,,,,,
10-Dec-18,113510,113570,113470,113510,,,,,,,,,,,,
10-Dec-18,113520,113530,113430,113450,,,,,,,,,,,,
10-Dec-18,113450,113570,113440,113550,,,,,,,,,,,,
10-Dec-18,113560,113570,113370,113550,,,,,,,,,,,,
10-Dec-18,113530,113540,113450,113480,,,,,,,,,,,,
10-Dec-18,113480,113510,113450,113490,,,,,,,,,,,,
10-Dec-18,113470,113530,113450,113520,,,,,,,,,,,,
10-Dec-18,113520,113530,113460,113480,,,,,,,,,,,,
10-Dec-18,113470,113520,113470,113500,,,,,,,,,,,,
10-Dec-18,113500,113650,113490,113650,,,,,,,,,,,,
10-Dec-18,113630,113680,113540,113540,,,,,,,,,,,,
10-Dec-18,113540,113550,113460,113510,,,,,,,,,,,,
10-Dec-18,113480,113580,113480,113550,,,,,,,,,,,,
10-Dec-18,113560,113610,113520,113550,,,,,,,,,,,,
10-Dec-18,113550,113560,113370,113380,,,,,,,,,,,,
10-Dec-18,113380,113420,113250,113270,,,,,,,,,,,,
10-Dec-18,113260,113420,113250,113410,,,,,,,,,,,,
10-Dec-18,113400,113430,113230,113260,,,,,,,,,,,,
10-Dec-18,113260,113290,113190,113280,,,,,,,,,,,,
10-Dec-18,113270,113280,113200,113250,,,,,,,,,,,,
10-Dec-18,113250,113360,113240,113330,,,,,,,,,,,,
10-Dec-18,113330,113340,113270,113310,,,,,,,,,,,,
10-Dec-18,113310,113340,113280,113310,,,,,,,,,,,,
10-Dec-18,113310,113350,113290,113320,,,,,,,,,,,,
10-Dec-18,113340,113380,113300,113340,,,,,,,,,,,,
10-Dec-18,113330,113370,113280,113290,,,,,,,,,,,,
10-Dec-18,113300,113340,113200,113320,,,,,,,,,,,,
10-Dec-18,113310,113420,113300,113370,,,,,,,,,,,,
10-Dec-18,113370,113390,113300,113320,,,,,,,,,,,,
10-Dec-18,113300,113350,113260,113330,,,,,,,,,,,,
10-Dec-18,113330,113390,113270,113360,,,,,,,,,,,,
