<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,,,,,,,,,,,,
10-Oct-18,115400,115400,115340,115380,,,,,,,,,,,,
10-Oct-18,115370,115380,115280,115320,,,,,,,,,,,,
10-Oct-18,115330,115330,115240,115270,,,,,,,,,,,,
10-Oct-18,115270,115280,115190,115210,,,,,,,,,,,,
10-Oct-18,115210,115260,115170,115200,,,,,,,,,,,,
10-Oct-18,115200,115230,115180,115200,,,,,,,,,,,,
10-Oct-18,115200,115240,115170,115200,,,,,,,,,,,,
10-Oct-18,115180,115220,115170,115200,,,,,,,,,,,,
10-Oct-18,115200,115250,115160,115180,,,,,,,,,,,,
10-Oct-18,115190,115290,115170,115270,,,,,,,,,,,,
10-Oct-18,115270,115290,115230,115250,,,,,,,,,,,,
10-Oct-18,115240,115250,115200,115230,,,,,,,,,,,,
10-Oct-18,115240,115240,115140,115200,,,,,,,,,,,,
10-Oct-18,115200,115210,115160,115170,,,,,,,,,,,,
10-Oct-18,115160,115160,115080,115110,,,,,,,,,,,,
10-Oct-18,115130,115140,115080,115140,,,,,,,,,,,,
10-Oct-18,115130,115290,115120,115270,,,,,,,,,,,,
10-Oct-18,115270,115330,115210,115250,,,,,,,,,,,,
10-Oct-18,115260,115290,115210,115250,,,,,,,,,,,,
10-Oct-18,115260,115330,115250,115280,,,,,,,,,,,,
10-Oct-18,115280,115320,115260,115310,,,,,,,,,,,,
10-Oct-18,115300,115300,115240,115250,,,,,,,,,,,,
10-Oct-18,115250,115250,115190,115240,,,,,,,,,,,,
10-Oct-18,115230,115230,115150,115220,,,,,,,,,,,,
10-Oct-18,115200,115210,115160,115170,,,,,,,,,,,,
10-Oct-18,115170,115190,115130,115170,,,,,,,,,,,,
10-Oct-18,115160,115180,115140,115170,,,,,,,,,,,,
10-Oct-18,115160,115180,115150,115170,,,,,,,,,,,,
10-Oct-18,115160,115160,115100,115150,,,,,,,,,,,,
10-Oct-18,115150,115180,115090,115140,,,,,,,,,,,,
10-Oct-18,115120,115150,114950,115060,,,,,,,,,,,,
10-Oct-18,115060,115060,114850,114990,,,,,,,,,,,,
10-Oct-18,114970,115070,114960,114960,,,,,,,,,,,,
10-Oct-18,114960,115020,114930,114950,,,,,,,,,,,,
10-Oct-18,114950,114980,114890,114940,,,,,,,,,,,,
10-Oct-18,114940,114940,114880,114900,,,,,,,,,,,,
10-Oct-18,114910,114910,114810,114820,,,,,,,,,,,,
10-Oct-18,114820,114820,114710,114750,,,,,,,,,,,,
10-Oct-18,114750,114790,114670,114720,,,,,,,,,,,,
10-Oct-18,114710,114850,114660,114820,,,,,,,,,,,,
10-Oct-18,114830,115050,114810,115050,,,,,,,,,,,,
10-Oct-18,115040,115050,114980,115010,,,,,,,,,,,,
10-Oct-18,115020,115050,114960,114970,,,,,,,,,,,,
10-Oct-18,114970,114980,114840,114860,,,,,,,,,,,,
10-Oct-18,114850,115030,114810,115020,,,,,,,,,,,,
10-Oct-18,115030,115050,114870,114870,,,,,,,,,,,,
10-Oct-18,114870,114870,114760,114780,,,,,,,,,,,,
10-Oct-18,114770,114920,114750,114900,,,,,,,,,,,,
10-Oct-18,114880,114890,114750,114750,,,,,,,,,,,,
10-Oct-18,114760,114810,114720,114790,,,,,,,,,,,,
10-Oct-18,114790,114920,114760,114890,,,,,,,,,,,,
10-Oct-18,114870,114920,114820,114890,,,,,,,,,,,,
10-Oct-18,114880,114890,114760,114760,,,,,,,,,,,,
10-Oct-18,114770,114780,114700,114750,,,,,,,,,,,,
10-Oct-18,114750,114820,114710,114780,,,,,,,,,,,,
10-Oct-18,114790,114810,114720,114780,,,,,,,,,,,,
10-Oct-18,114780,114820,114750,114750,,,,,,,,,,,,
10-Oct-18,114740,114750,114550,114630,,,,,,,,,,,,
10-Oct-18,114620,114620,114530,114580,,,,,,,,,,,,
10-Oct-18,114600,114760,114520,114720,,,,,,,,,,,,
10-Oct-18,114710,114730,114640,114680,,,,,,,,,,,,
10-Oct-18,114660,114770,114600,114630,,,,,,,,,,,,
10-Oct-18,114630,114650,114520,114560,,,,,,,,,,,,
10-Oct-18,114560,114620,114520,114620,,,,,,,,,,,,
10-Oct-18,114630,114680,114580,114680,,,,,,,,,,,,
10-Oct-18,114680,114710,114520,114550,,,,,,,,,,,,
10-Oct-18,114550,114640,114500,114610,,,,,,,,,,,,
10-Oct-18,114620,114690,114590,114660,,,,,,,,,,,,
10-Oct-18,114660,114660,114540,114610,,,,,,,,,,,,
10-Oct-18,114600,114630,114540,114620,,,,,,,,,,,,
10-Oct-18,114620,114640,114550,114600,,,,,,,,,,,,
10-Oct-18,114590,114610,114530,114610,,,,,,,,,,,,
10-Oct-18,114610,114710,114560,114670,,,,,,,,,,,,
10-Oct-18,114650,114670,114550,114560,,,,,,,,,,,,
10-Oct-18,114570,114600,114520,114570,,,,,,,,,,,,
10-Oct-18,114560,114600,114500,114510,,,,,,,,,,,,
10-Oct-18,114510,114550,114500,114500,,,,,,,,,,,,
10-Oct-18,114500,114550,114440,114550,,,,,,,,,,,,
10-Oct-18,114540,114640,114510,114600,,,,,,,,,,,,
10-Oct-18,114600,114750,114530,114730,,,,,,,,,,,,
10-Oct-18,114730,114800,114710,114710,,,,,,,,,,,,
10-Oct-18,114730,114800,114660,114770,,,,,,,,,,,,
10-Oct-18,114760,114860,114760,114760,,,,,,,,,,,,
10-Oct-18,114780,114820,114770,114810,,,,,,,,,,,,
10-Oct-18,114810,114820,114730,114730,,,,,,,,,,,,
10-Oct-18,114730,114740,114650,114710,,,,,,,,,,,,
10-Oct-18,114720,114840,114710,114780,,,,,,,,,,,,
10-Oct-18,114760,114780,114650,114650,,,,,,,,,,,,
10-Oct-18,114650,114750,114630,114740,,,,,,,,,,,,
10-Oct-18,114740,114960,114600,114950,,,,,,,,,,,,
10-Oct-18,114940,114950,114810,114880,,,,,,,,,,,,
10-Oct-18,114880,114890,114750,114810,,,,,,,,,,,,
10-Oct-18,114840,114890,114760,114770,,,,,,,,,,,,
10-Oct-18,114760,114830,114690,114760,,,,,,,,,,,,
10-Oct-18,114760,114760,114690,114690,,,,,,,,,,,,
10-Oct-18,114690,114860,114680,114810,,,,,,,,,,,,
10-Oct-18,114820,114850,114780,114830,,,,,,,,,,,,
10-Oct-18,114830,114830,114700,114730,,,,,,,,,,,,
10-Oct-18,114730,114730,114630,114670,,,,,,,,,,,,
10-Oct-18,114660,114730,114530,114540,,,,,,,,,,,,
10-Oct-18,114550,114600,114530,114580,,,,,,,,,,,,
10-Oct-18,114570,114580,114410,114440,,,,,,,,,,,,
10-Oct-18,114420,114530,114410,114500,,,,,,,,,,,,
10-Oct-18,114490,114580,114470,114540,,,,,,,,,,,,
10-Oct-18,114550,114630,114480,114630,,,,,,,,,,,,
10-Oct-18,114630,114650,114560,114580,,,,,,,,,,,,
10-Oct-18,114560,114560,114480,114540,,,,,,,,,,,,
10-Oct-18,114550,114630,114510,114540,,,,,,,,,,,,
10-Oct-18,114540,114550,114470,114550,,,,,,,,,,,,
10-Oct-18,114560,114640,114550,114630,,,,,,,,,,,,
10-Oct-18,114610,114680,114580,114660,,,,,,,,,,,,
10-Oct-18,114650,114650,114580,114610,,,,,,,,,,,,
10-Oct-18,114610,114670,114610,114620,,,,,,,,,,,,
10-Oct-18,114630,114630,114500,114510,,,,,,,,,,,,
10-Oct-18,114500,114550,114490,114530,,,,,,,,,,,,
10-Oct-18,114540,114550,114480,114540,,,,,,,,,,,,
10-Oct-18,114540,114570,114500,114540,,,,,,,,,,,,
10-Oct-18,114540,114540,114350,114410,,,,,,,,,,,,
10-Oct-18,114420,114530,114350,114530,,,,,,,,,,,,
10-Oct-18,114530,114540,114360,114450,,,,,,,,,,,,
10-Oct-18,114450,114540,114430,114540,,,,,,,,,,,,
10-Oct-18,114540,114550,114490,114490,,,,,,,,,,,,
10-Oct-18,114480,114500,114440,114460,,,,,,,,,,,,
10-Oct-18,114460,114470,114330,114380,,,,,,,,,,,,
10-Oct-18,114380,114410,114360,114410,,,,,,,,,,,,
10-Oct-18,114400,114480,114380,114410,,,,,,,,,,,,
10-Oct-18,114390,114410,114360,114370,,,,,,,,,,,,
10-Oct-18,114380,114380,114300,114340,,,,,,,,,,,,
10-Oct-18,114330,114330,114240,114240,,,,,,,,,,,,
10-Oct-18,114250,114280,114190,114250,,,,,,,,,,,,
10-Oct-18,114250,114280,114200,114200,,,,,,,,,,,,
10-Oct-18,114190,114190,114060,114070,,,,,,,,,,,,
10-Oct-18,114080,114110,114050,114110,,,,,,,,,,,,
10-Oct-18,114100,114100,113880,113900,,,,,,,,,,,,
10-Oct-18,113890,113960,113850,113960,,,,,,,,,,,,
10-Oct-18,113960,114030,113930,113990,,,,,,,,,,,,
10-Oct-18,113990,114030,113920,113980,,,,,,,,,,,,
10-Oct-18,113970,113980,113880,113920,,,,,,,,,,,,
10-Oct-18,113910,114030,113730,113740,,,,,,,,,,,,
10-Oct-18,113730,113790,113560,113580,,,,,,,,,,,,
10-Oct-18,113590,113610,113490,113580,,,,,,,,,,,,
10-Oct-18,113580,113580,113230,113350,,,,,,,,,,,,
10-Oct-18,113360,113530,113350,113490,,,,,,,,,,,,
10-Oct-18,113490,113620,113460,113580,,,,,,,,,,,,
10-Oct-18,113570,113700,113560,113700,,,,,,,,,,,,
10-Oct-18,113690,113720,113490,113550,,,,,,,,,,,,
10-Oct-18,113550,113680,113530,113670,,,,,,,,,,,,
10-Oct-18,113670,113790,113670,113740,,,,,,,,,,,,
10-Oct-18,113740,113740,113570,113580,,,,,,,,,,,,
10-Oct-18,113570,113590,113520,113580,,,,,,,,,,,,
10-Oct-18,113570,113600,113500,113530,,,,,,,,,,,,
10-Oct-18,113520,113530,113380,113430,,,,,,,,,,,,
10-Oct-18,113440,113480,113380,113410,,,,,,,,,,,,
10-Oct-18,113410,113460,113350,113380,,,,,,,,,,,,
10-Oct-18,113390,113540,113310,113540,,,,,,,,,,,,
10-Oct-18,113530,113580,113490,113510,,,,,,,,,,,,
10-Oct-18,113500,113610,113450,113590,,,,,,,,,,,,
10-Oct-18,113580,113610,113490,113490,,,,,,,,,,,,
10-Oct-18,113500,113560,113480,113560,,,,,,,,,,,,
10-Oct-18,113540,113700,113530,113690,,,,,,,,,,,,
10-Oct-18,113690,113730,113580,113630,,,,,,,,,,,,
10-Oct-18,113640,113650,113530,113590,,,,,,,,,,,,
10-Oct-18,113580,113610,113470,113570,,,,,,,,,,,,
10-Oct-18,113570,113600,113490,113500,,,,,,,,,,,,
10-Oct-18,113600,113600,113490,113540,,,,,,,,,,,,
10-Oct-18,113550,113670,113530,113600,,,,,,,,,,,,
10-Oct-18,113600,113660,113560,113650,,,,,,,,,,,,
10-Oct-18,113630,113630,113560,113610,,,,,,,,,,,,
10-Oct-18,113610,113640,113550,113570,,,,,,,,,,,,
10-Oct-18,113580,113590,113460,113460,,,,,,,,,,,,
10-Oct-18,113460,113500,113360,113390,,,,,,,,,,,,
10-Oct-18,113380,113400,113270,113300,,,,,,,,,,,,
10-Oct-18,113310,113380,113300,113330,,,,,,,,,,,,
10-Oct-18,113340,113350,113300,113320,,,,,,,,,,,,
10-Oct-18,113320,113430,113320,113420,,,,,,,,,,,,
10-Oct-18,113420,113560,113410,113540,,,,,,,,,,,,
10-Oct-18,113530,113560,113500,113530,,,,,,,,,,,,
10-Oct-18,113530,113580,113510,113580,,,,,,,,,,,,
10-Oct-18,113570,113600,113520,113560,,,,,,,,,,,,
10-Oct-18,113550,113660,113520,113570,,,,,,,,,,,,
10-Oct-18,113570,113640,113560,113620,,,,,,,,,,,,
10-Oct-18,113620,113640,113560,113580,,,,,,,,,,,,
10-Oct-18,113580,113590,113550,113580,,,,,,,,,,,,
10-Oct-18,113580,113630,113580,113610,,,,,,,,,,,,
10-Oct-18,113610,113630,113560,113570,,,,,,,,,,,,
10-Oct-18,113570,113600,113550,113570,,,,,,,,,,,,
10-Oct-18,113580,113600,113560,113560,,,,,,,,,,,,
10-Oct-18,113550,113560,113520,113530,,,,,,,,,,,,
10-Oct-18,113520,113540,113450,113490,,,,,,,,,,,,
10-Oct-18,113500,113500,113470,113480,,,,,,,,,,,,
10-Oct-18,113480,113530,113470,113520,,,,,,,,,,,,
10-Oct-18,113520,113580,113510,113570,,,,,,,,,,,,
10-Oct-18,113560,113560,113500,113560,,,,,,,,,,,,
10-Oct-18,113560,113570,113490,113500,,,,,,,,,,,,
10-Oct-18,113490,113520,113470,113500,,,,,,,,,,,,
10-Oct-18,113500,113540,113490,113530,,,,,,,,,,,,
10-Oct-18,113520,113550,113510,113520,,,,,,,,,,,,
10-Oct-18,113510,113510,113470,113510,,,,,,,,,,,,
10-Oct-18,113520,113540,113490,113500,,,,,,,,,,,,
10-Oct-18,113520,113560,113500,113530,,,,,,,,,,,,
10-Oct-18,113530,113570,113520,113550,,,,,,,,,,,,
10-Oct-18,113560,113560,113450,113470,,,,,,,,,,,,
10-Oct-18,113480,113540,113460,113530,,,,,,,,,,,,
10-Oct-18,113520,113530,113500,113510,,,,,,,,,,,,
10-Oct-18,113520,113520,113480,113520,,,,,,,,,,,,
10-Oct-18,113520,113550,113510,113540,,,,,,,,,,,,
10-Oct-18,113540,113550,113460,113460,,,,,,,,,,,,
10-Oct-18,113460,113470,113400,113450,,,,,,,,,,,,
10-Oct-18,113440,113510,113390,113400,,,,,,,,,,,,
10-Oct-18,113400,113490,113400,113460,,,,,,,,,,,,
10-Oct-18,113450,113480,113440,113470,,,,,,,,,,,,
10-Oct-18,113470,113470,113420,113450,,,,,,,,,,,,
10-Oct-18,113460,113520,113450,113500,,,,,,,,,,,,
10-Oct-18,113510,113540,113490,113510,,,,,,,,,,,,
10-Oct-18,113500,113530,113480,113530,,,,,,,,,,,,
10-Oct-18,113540,113620,113540,113590,,,,,,,,,,,,
10-Oct-18,113600,113650,113580,113630,,,,,,,,,,,,
10-Oct-18,113630,113640,113580,113580,,,,,,,,,,,,
10-Oct-18,113570,113620,113560,113610,,,,,,,,,,,,
10-Oct-18,113610,113620,113580,113610,,,,,,,,,,,,
10-Oct-18,113620,113640,113600,113620,,,,,,,,,,,,
10-Oct-18,113620,113630,113610,113620,,,,,,,,,,,,
10-Oct-18,113620,113630,113540,113560,,,,,,,,,,,,
10-Oct-18,113580,113600,113560,113560,,,,,,,,,,,,
10-Oct-18,113550,113570,113520,113530,,,,,,,,,,,,
10-Oct-18,113520,113530,113460,113480,,,,,,,,,,,,
10-Oct-18,113480,113490,113360,113400,,,,,,,,,,,,
10-Oct-18,113390,113430,113330,113350,,,,,,,,,,,,
10-Oct-18,113350,113380,113310,113330,,,,,,,,,,,,
10-Oct-18,113330,113360,113300,113320,,,,,,,,,,,,
10-Oct-18,113320,113440,113320,113430,,,,,,,,,,,,
10-Oct-18,113430,113450,113410,113430,,,,,,,,,,,,
10-Oct-18,113440,113450,113380,113390,,,,,,,,,,,,
10-Oct-18,113390,113450,113370,113410,,,,,,,,,,,,
10-Oct-18,113410,113440,113390,113430,,,,,,,,,,,,
10-Oct-18,113430,113590,113420,113550,,,,,,,,,,,,
10-Oct-18,113570,113590,113520,113560,,,,,,,,,,,,
10-Oct-18,113570,113610,113550,113590,,,,,,,,,,,,
10-Oct-18,113570,113600,113550,113570,,,,,,,,,,,,
10-Oct-18,113590,113600,113550,113560,,,,,,,,,,,,
10-Oct-18,113550,113610,113550,113590,,,,,,,,,,,,
10-Oct-18,113580,113600,113530,113560,,,,,,,,,,,,
10-Oct-18,113550,113630,113550,113590,,,,,,,,,,,,
10-Oct-18,113600,113620,113580,113590,,,,,,,,,,,,
10-Oct-18,113600,113610,113570,113580,,,,,,,,,,,,
10-Oct-18,113600,113620,113590,113620,,,,,,,,,,,,
10-Oct-18,113620,113650,113610,113650,,,,,,,,,,,,
10-Oct-18,113650,113700,113630,113660,,,,,,,,,,,,
10-Oct-18,113670,113710,113650,113660,,,,,,,,,,,,
10-Oct-18,113660,113660,113600,113620,,,,,,,,,,,,
10-Oct-18,113630,113630,113560,113570,,,,,,,,,,,,
10-Oct-18,113570,113610,113560,113600,,,,,,,,,,,,
10-Oct-18,113610,113640,113570,113570,,,,,,,,,,,,
10-Oct-18,113570,113600,113550,113570,,,,,,,,,,,,
10-Oct-18,113560,113600,113550,113570,,,,,,,,,,,,
10-Oct-18,113560,113590,113540,113550,,,,,,,,,,,,
10-Oct-18,113540,113570,113500,113540,,,,,,,,,,,,
10-Oct-18,113550,113600,113550,113590,,,,,,,,,,,,
10-Oct-18,113600,113640,113590,113630,,,,,,,,,,,,
10-Oct-18,113630,113650,113590,113590,,,,,,,,,,,,
10-Oct-18,113580,113600,113550,113560,,,,,,,,,,,,
10-Oct-18,113540,113560,113520,113560,,,,,,,,,,,,
10-Oct-18,113550,113550,113500,113520,,,,,,,,,,,,
10-Oct-18,113530,113540,113500,113530,,,,,,,,,,,,
10-Oct-18,113550,113580,113550,113560,,,,,,,,,,,,
10-Oct-18,113550,113560,113490,113500,,,,,,,,,,,,
10-Oct-18,113490,113490,113470,113480,,,,,,,,,,,,
10-Oct-18,113480,113510,113400,113430,,,,,,,,,,,,
10-Oct-18,113420,113420,113380,113410,,,,,,,,,,,,
10-Oct-18,113410,113510,113410,113490,,,,,,,,,,,,
10-Oct-18,113480,113520,113480,113520,,,,,,,,,,,,
10-Oct-18,113520,113540,113500,113530,,,,,,,,,,,,
10-Oct-18,113550,113550,113520,113550,,,,,,,,,,,,
10-Oct-18,113550,113560,113490,113490,,,,,,,,,,,,
10-Oct-18,113490,113500,113460,113470,,,,,,,,,,,,
10-Oct-18,113480,113500,113410,113410,,,,,,,,,,,,
10-Oct-18,113410,113480,113400,113440,,,,,,,,,,,,
10-Oct-18,113450,113460,113410,113440,,,,,,,,,,,,
10-Oct-18,113430,113460,113370,113440,,,,,,,,,,,,
10-Oct-18,113430,113450,113400,113410,,,,,,,,,,,,
10-Oct-18,113410,113430,113380,113390,,,,,,,,,,,,
10-Oct-18,113380,113390,113340,113370,,,,,,,,,,,,
10-Oct-18,113370,113370,113330,113340,,,,,,,,,,,,
10-Oct-18,113340,113380,113280,113370,,,,,,,,,,,,
10-Oct-18,113350,113400,113350,113360,,,,,,,,,,,,
10-Oct-18,113380,113400,113340,113350,,,,,,,,,,,,
10-Oct-18,113370,113410,113360,113390,,,,,,,,,,,,
10-Oct-18,113390,113400,113310,113330,,,,,,,,,,,,
10-Oct-18,113330,113370,113320,113330,,,,,,,,,,,,
10-Oct-18,113320,113340,113260,113260,,,,,,,,,,,,
10-Oct-18,113260,113260,113140,113220,,,,,,,,,,,,
10-Oct-18,113220,113230,113150,113180,,,,,,,,,,,,
10-Oct-18,113160,113250,113160,113240,,,,,,,,,,,,
10-Oct-18,113230,113230,113120,113190,,,,,,,,,,,,
10-Oct-18,113170,113240,113110,113230,,,,,,,,,,,,
10-Oct-18,113240,113280,113230,113250,,,,,,,,,,,,
10-Oct-18,113240,113270,113230,113230,,,,,,,,,,,,
10-Oct-18,113230,113260,113190,113220,,,,,,,,,,,,
10-Oct-18,113210,113260,113190,113250,,,,,,,,,,,,
10-Oct-18,113230,113270,113220,113220,,,,,,,,,,,,
10-Oct-18,113240,113380,113240,113380,,,,,,,,,,,,
10-Oct-18,113360,113470,113360,113430,,,,,,,,,,,,
10-Oct-18,113440,113510,113420,113450,,,,,,,,,,,,
10-Oct-18,113450,113460,113390,113390,,,,,,,,,,,,
10-Oct-18,113390,113420,113360,113390,,,,,,,,,,,,
10-Oct-18,113390,113390,113350,113350,,,,,,,,,,,,
10-Oct-18,113370,113390,113260,113290,,,,,,,,,,,,
10-Oct-18,113280,113300,113240,113290,,,,,,,,,,,,
10-Oct-18,113300,113330,113240,113330,,,,,,,,,,,,
10-Oct-18,113330,113370,113270,113290,,,,,,,,,,,,
10-Oct-18,113280,113280,113190,113190,,,,,,,,,,,,
10-Oct-18,113180,113280,113170,113260,,,,,,,,,,,,
10-Oct-18,113250,113300,113240,113280,,,,,,,,,,,,
10-Oct-18,113280,113330,113240,113260,,,,,,,,,,,,
10-Oct-18,113260,113360,113250,113360,,,,,,,,,,,,
10-Oct-18,113360,113360,113280,113290,,,,,,,,,,,,
10-Oct-18,113290,113290,113260,113270,,,,,,,,,,,,
10-Oct-18,113260,113280,113230,113280,,,,,,,,,,,,
10-Oct-18,113250,113270,113210,113210,,,,,,,,,,,,
10-Oct-18,113210,113250,113210,113230,,,,,,,,,,,,
10-Oct-18,113240,113270,113220,113260,,,,,,,,,,,,
10-Oct-18,113270,113280,113210,113210,,,,,,,,,,,,
10-Oct-18,113220,113220,113160,113160,,,,,,,,,,,,
10-Oct-18,113160,113200,113150,113200,,,,,,,,,,,,
10-Oct-18,113180,113200,113140,113160,,,,,,,,,,,,
10-Oct-18,113180,113180,113120,113160,,,,,,,,,,,,
10-Oct-18,113150,113180,113070,113080,,,,,,,,,,,,
10-Oct-18,113080,113110,113040,113070,,,,,,,,,,,,
10-Oct-18,113070,113090,113030,113040,,,,,,,,,,,,
10-Oct-18,113040,113110,113030,113110,,,,,,,,,,,,
10-Oct-18,113110,113140,113060,113140,,,,,,,,,,,,
10-Oct-18,113140,113160,113100,113130,,,,,,,,,,,,
10-Oct-18,113130,113170,113110,113150,,,,,,,,,,,,
10-Oct-18,113140,113150,113110,113120,,,,,,,,,,,,
10-Oct-18,113110,113160,113090,113140,,,,,,,,,,,,
10-Oct-18,113150,113150,113120,113140,,,,,,,,,,,,
10-Oct-18,113140,113220,113140,113200,,,,,,,,,,,,
10-Oct-18,113210,113230,113160,113170,,,,,,,,,,,,
10-Oct-18,113180,113210,113180,113200,,,,,,,,,,,,
10-Oct-18,113210,113210,113140,113170,,,,,,,,,,,,
10-Oct-18,113160,113190,113150,113180,,,,,,,,,,,,
10-Oct-18,113170,113230,113170,113210,,,,,,,,,,,,
10-Oct-18,113210,113220,113160,113190,,,,,,,,,,,,
10-Oct-18,113190,113250,113170,113190,,,,,,,,,,,,
10-Oct-18,113200,113200,113110,113130,,,,,,,,,,,,
10-Oct-18,113120,113130,113070,113090,,,,,,,,,,,,
10-Oct-18,113090,113110,113050,113090,,,,,,,,,,,,
10-Oct-18,113090,113100,113050,113060,,,,,,,,,,,,
10-Oct-18,113080,113080,113040,113080,,,,,,,,,,,,
10-Oct-18,113060,113120,113050,113100,,,,,,,,,,,,
10-Oct-18,113110,113120,113060,113080,,,,,,,,,,,,
10-Oct-18,113070,113070,113040,113050,,,,,,,,,,,,
10-Oct-18,113050,113060,112970,112970,,,,,,,,,,,,
10-Oct-18,112970,113020,112940,113020,,,,,,,,,,,,
10-Oct-18,113010,113010,112920,112940,,,,,,,,,,,,
10-Oct-18,112930,113020,112930,112970,,,,,,,,,,,,
10-Oct-18,112970,112980,112880,112890,,,,,,,,,,,,
10-Oct-18,112890,112910,112840,112870,,,,,,,,,,,,
10-Oct-18,112870,112960,112870,112900,,,,,,,,,,,,
10-Oct-18,112880,112950,112870,112940,,,,,,,,,,,,
10-Oct-18,112930,113020,112930,113020,,,,,,,,,,,,
10-Oct-18,113010,113040,112970,113010,,,,,,,,,,,,
10-Oct-18,112990,113000,112940,112980,,,,,,,,,,,,
10-Oct-18,112980,112990,112920,112920,,,,,,,,,,,,
10-Oct-18,112940,113010,112910,113000,,,,,,,,,,,,
10-Oct-18,113000,113020,112970,113010,,,,,,,,,,,,
10-Oct-18,113010,113060,112990,113020,,,,,,,,,,,,
10-Oct-18,113030,113070,113000,113060,,,,,,,,,,,,
10-Oct-18,113060,113080,113030,113050,,,,,,,,,,,,
10-Oct-18,113050,113050,113000,113020,,,,,,,,,,,,
10-Oct-18,113030,113060,112990,113000,,,,,,,,,,,,
10-Oct-18,113010,113060,113010,113060,,,,,,,,,,,,
10-Oct-18,113060,113090,113050,113080,,,,,,,,,,,,
10-Oct-18,113090,113100,113040,113090,,,,,,,,,,,,
10-Oct-18,113100,113140,113010,113020,,,,,,,,,,,,
10-Oct-18,113050,113060,112960,112960,,,,,,,,,,,,
10-Oct-18,112970,113020,112950,112970,,,,,,,,,,,,
10-Oct-18,112960,112990,112920,112940,,,,,,,,,,,,
10-Oct-18,112950,112970,112920,112950,,,,,,,,,,,,
10-Oct-18,112940,112940,112870,112930,,,,,,,,,,,,
10-Oct-18,112910,112930,112850,112860,,,,,,,,,,,,
10-Oct-18,112860,112870,112840,112840,,,,,,,,,,,,
10-Oct-18,112840,112850,112780,112810,,,,,,,,,,,,
10-Oct-18,112810,112870,112810,112860,,,,,,,,,,,,
10-Oct-18,112850,112850,112760,112790,,,,,,,,,,,,
10-Oct-18,112780,112790,112700,112740,,,,,,,,,,,,
10-Oct-18,112730,112790,112710,112740,,,,,,,,,,,,
10-Oct-18,112750,112810,112710,112740,,,,,,,,,,,,
10-Oct-18,112740,112810,112730,112800,,,,,,,,,,,,
10-Oct-18,112800,112800,112700,112750,,,,,,,,,,,,
10-Oct-18,112730,112740,112690,112720,,,,,,,,,,,,
10-Oct-18,112720,112750,112660,112740,,,,,,,,,,,,
10-Oct-18,112730,112730,112490,112650,,,,,,,,,,,,
10-Oct-18,112650,112780,112650,112750,,,,,,,,,,,,
10-Oct-18,112740,112750,112660,112690,,,,,,,,,,,,
10-Oct-18,112700,112720,112620,112640,,,,,,,,,,,,
10-Oct-18,112640,112670,112550,112580,,,,,,,,,,,,
10-Oct-18,112600,112620,112550,112550,,,,,,,,,,,,
10-Oct-18,112560,112570,112480,112500,,,,,,,,,,,,
10-Oct-18,112490,112510,112380,112400,,,,,,,,,,,,
10-Oct-18,112390,112430,112320,112390,,,,,,,,,,,,
10-Oct-18,112390,112450,112370,112410,,,,,,,,,,,,
10-Oct-18,112400,112500,112380,112390,,,,,,,,,,,,
10-Oct-18,112390,112420,112340,112360,,,,,,,,,,,,
10-Oct-18,112350,112520,112340,112500,,,,,,,,,,,,
10-Oct-18,112490,112520,112400,112440,,,,,,,,,,,,
10-Oct-18,112440,112480,112420,112440,,,,,,,,,,,,
10-Oct-18,112450,112470,112440,112470,,,,,,,,,,,,
10-Oct-18,112470,112470,112400,112460,,,,,,,,,,,,
10-Oct-18,112470,112470,112290,112350,,,,,,,,,,,,
10-Oct-18,112350,112400,112340,112370,,,,,,,,,,,,
10-Oct-18,112360,112370,112290,112320,,,,,,,,,,,,
10-Oct-18,112320,112400,112310,112330,,,,,,,,,,,,
10-Oct-18,112330,112340,112290,112320,,,,,,,,,,,,
10-Oct-18,112310,112330,112260,112260,,,,,,,,,,,,
10-Oct-18,112270,112300,112250,112250,,,,,,,,,,,,
10-Oct-18,112240,112310,112190,112220,,,,,,,,,,,,
10-Oct-18,112230,112250,112170,112190,,,,,,,,,,,,
10-Oct-18,112190,112210,112150,112180,,,,,,,,,,,,
10-Oct-18,112170,112190,112110,112130,,,,,,,,,,,,
10-Oct-18,112130,112130,112050,112060,,,,,,,,,,,,
10-Oct-18,112080,112090,112050,112080,,,,,,,,,,,,
10-Oct-18,112090,112090,112070,112090,,,,,,,,,,,,
10-Oct-18,112080,112270,112080,112250,,,,,,,,,,,,
10-Oct-18,112240,112260,112170,112180,,,,,,,,,,,,
10-Oct-18,112180,112270,112170,112230,,,,,,,,,,,,
10-Oct-18,112250,112290,112230,112260,,,,,,,,,,,,
10-Oct-18,112260,112290,112250,112260,,,,,,,,,,,,
10-Oct-18,112270,112290,112260,112280,,,,,,,,,,,,
10-Oct-18,112270,112270,112230,112240,,,,,,,,,,,,
10-Oct-18,112230,112240,112210,112240,,,,,,,,,,,,
10-Oct-18,112240,112240,112210,112220,,,,,,,,,,,,
10-Oct-18,112220,112220,112190,112210,,,,,,,,,,,,
10-Oct-18,112220,112230,112170,112190,,,,,,,,,,,,
10-Oct-18,112200,112220,112050,112080,,,,,,,,,,,,
10-Oct-18,112070,112200,112070,112150,,,,,,,,,,,,
